Name,Title,Source,Published At,Link,Sentiment,Activity,Description,Unnamed: 0,Scheme/Initiative,Description.1,Unnamed: 2,Name ,Initiative,No.
Mayawati,BSP supremo Mayawati announces nephew Akash Anand as Ã¢ÂÂsuccessorÃ¢ÂÂ again,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","06/23/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/mayawati-declares-nephew-successor-again-revokes-earlier-decision/article68323825.ece,positive,Advocated for the Rights of Domestic Workers,"Mayawati has supported policies aimed at protecting the rights of domestic workers, advocating for fair wages and safe working conditions.",,,,,,,
Mayawati,SC order on quota gives Maya a chance to reposition as only national Dalit leader,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE', 'authors': ['Neha Shukla']}","08/26/2024, 05:04 PM, +0000 UTC",https://timesofindia.indiatimes.com/city/lucknow/supreme-court-order-on-quota-empowers-mayawati-as-national-dalit-leader/articleshow/112695080.cms,positive,Criticized the Government's Handling of Refugee Issues,"She has expressed concerns about the treatment of refugees and displaced persons, advocating for humane policies that respect their rights and dignity.",,,,,,,
Mayawati,"Mayawati Calls Out Congress, SP's 'Double Standards'; Rules Out Future Electoral Alliances","{'name': 'ETV Bharat', 'icon': 'https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.etvbharat.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","08/25/2024, 07:10 AM, +0000 UTC",https://www.etvbharat.com/en/!bharat/mayawati-calls-out-congress-sp-double-standards-rules-out-future-electoral-alliances-enn24082502088,positive,Engaged in Environmental Conservation Efforts,"Mayawati has supported initiatives aimed at environmental conservation, including afforestation and wildlife protection, emphasizing the importance of preserving natural resources.",,,,,,,
Mayawati,"Tamil Nadu BSP chief killed: Ã¢ÂÂDeeply shockedÃ¢ÂÂ, says Rahul Gandhi; Mayawati calls Armstrong's murder Ã¢ÂÂgruesome | Today News","{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis', 'authors': ['Sudeshna Ghoshal']}","07/06/2024, 07:00 AM, +0000 UTC",https://www.livemint.com/news/india/mayawati-calls-armstrongs-murder-gruesome-and-highly-deplorable-calls-state-govt-to-take-action-aiadmk-dmk-stalin-bsp-11720231841815.html,negative,"Launched the ""BSP Ki Awaaz"" Campaign","Initiated a campaign to amplify the voices of marginalized communities, ensuring their concerns are represented in political discourse.",,,,,,,
Mayawati,Hand over Armstrong case to CBI: Mayawati,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","07/07/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/tamil-nadu/hand-over-case-to-cbi-if-state-govt-has-no-hand-in-murder-of-armstrong-bsp-chief-mayawati/article68378644.ece,positive,Supported Free Education for Girls,"Advocated for policies that provide free education to girls from economically weaker sections, promoting gender equality in education.",,,,,,,
Mayawati,"BJP has adopted anti-SC,ST stance, INDIA bloc silent on issue: Mayawati","{'name': 'Business Standard', 'icon': 'https://lh3.googleusercontent.com/AT8iZRL6eUcqE6QveDcDvxkWRmUmyT_OzkkVmZ20YRlylJqSMypckPekPjhINXiSTA47GzKicg'}","08/23/2024, 05:44 AM, +0000 UTC",https://www.business-standard.com/politics/bjp-has-adopted-anti-sc-st-stance-india-bloc-silent-on-issue-mayawati-124082300188_1.html,neutral,Criticized the Lack of Representation for Dalits in Government,"Mayawati has highlighted the need for increased representation of Dalits in government positions, advocating for policies that ensure fair representation in all levels of governance.",,,,,,,
Mayawati,"Mayawati Sacks Nephew Akash Anand As Heir ""Till He Becomes Mature""","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","05/08/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/mayawati-removes-nephew-akash-anand-as-her-political-heir-and-from-party-post-till-he-becomes-mature-5611805,positive,Engaged in Discussions on Urban Poverty,"Participated in debates addressing urban poverty, advocating for policies that uplift economically disadvantaged communities in urban areas.",,,,,,,
Mayawati,Mayawati Unanimously Re-Elected As BSP President for Fifth Consecutive Term,"{'name': 'Lokmat Times', 'icon': 'https://lh3.googleusercontent.com/8qY_Kbg2cT0zT2NJih4RlqSRZ0IGeh6bYJXPBKLedN0hXaMiUwKJgzgh00BYBstC3_VKXWFr'}","08/27/2024, 09:01 AM, +0000 UTC",https://www.lokmattimes.com/national/mayawati-unanimously-re-elected-as-bsp-president-for-fifth-consecutive-term-a517/,positive,Advocated for Indigenous Rights,"Mayawati has supported the rights of indigenous communities, emphasizing the need for policies that protect their land, culture, and livelihoods.",,,,,,,
Mayawati,Lucknow: Uttar Pradesh former Chief Minister and BSP president Mayawati chairs National Executive meeting of the party #Gallery,"{'name': 'Social News XYZ', 'icon': 'https://lh3.googleusercontent.com/NJa66MiYmKNIavlxIbLX3Y7h0mtC1-CjWtFvpMZLuTl-2QTnp-hnXKIBh42Vmy-WOb_lt074Ug'}","08/28/2024, 04:48 PM, +0000 UTC",https://www.socialnews.xyz/2024/08/27/lucknow-uttar-pradesh-former-chief-minister-and-bsp-president-mayawati-chairs-national-executive-meeting-of-the-party-gallery/,positive,Criticized the Government's Handling of Employment Schemes,"She has been critical of employment schemes that do not effectively reach marginalized communities, advocating for more inclusive and targeted programs.",,,,,,,
Mayawati,Annamalai backs MayawatiÃ¢ÂÂs call for handing over Armstrong murder case to CBI,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8'}","07/09/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/tamil-nadu/annamalai-backs-mayawatis-call-for-handing-over-armstrong-murder-case-to-cbi/article68381857.ece,positive,Launched Campaigns for Mental Health Awareness,"Promoted awareness about mental health issues, advocating for better mental health services and support systems, particularly for marginalized groups.",,,,,,,
Mayawati,No question of retiring from active politics till my last breath: Mayawati,"{'name': 'Nagaland Page', 'icon': 'https://lh3.googleusercontent.com/CPGl9a718x7Z2Y16mU30aNaD7y9PixOjsStLY0K06elEWggDLAa9IyYrfa9y0QbA1EMehuFT5w'}","08/26/2024, 02:13 PM, +0000 UTC",https://nagalandpage.com/no-question-of-retiring-from-active-politics-till-my-last-breath-mayawati/,neutral,Participated in Parliamentary Committees,"Engaged in various parliamentary committees focusing on social justice, women's issues, and education, influencing policy discussions and recommendations.",,,,,,,
Mayawati,Mayawati reverses decision; reinstates nephew Akash Anand as political heir,"{'name': 'The Economic Times', 'icon': 'https://encrypted-tbn3.gstatic.com/faviconV2?url=https://m.economictimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL'}","06/23/2024, 07:00 AM, +0000 UTC",https://m.economictimes.com/news/politics-and-nation/mayawati-reverses-decision-reinstates-nephew-akash-anand-as-political-heir/articleshow/111204965.cms,positive,Advocated for the Rights of Agricultural Workers,"Mayawati has consistently raised issues related to the rights and welfare of agricultural workers, advocating for fair wages and working conditions.",,,,,,,
Mayawati,"Rahul Gandhi, MK Stalin React To Mayawati Aide's Murder In Chennai","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g', 'authors': ['J Sam Daniel Stalin']}","07/06/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/mk-stalin-reacts-to-bsp-tamil-nadu-chiefs-murder-cops-arrest-8-suspects-6045211,negative,Supported Local Governance Initiatives,"Promoted the strengthening of local governance systems, emphasizing the importance of decentralized decision-making for community development.",,,,,,,
Mayawati,"Mayawati reinstates nephew Akash in top BSP post, again names him successor","{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ', 'authors': ['Lalmani Verma']}","06/23/2024, 07:00 AM, +0000 UTC",https://indianexpress.com/article/india/mayawati-reinstates-nephew-akash-anand-bsp-national-coordinator-9409823/,positive,Advocated for the Establishment of a Separate Ministry for Dalit Affairs,"Mayawati has called for a dedicated ministry to address the specific needs and issues faced by Dalits, emphasizing the importance of focused governance on marginalized communities.",,,,,,,
Mayawati,Decode Politics: Why Mayawati reinstated nephew Akash Anand as her sole heir,"{'name': 'The Indian Express', 'icon': 'https://lh3.googleusercontent.com/kkBP5GMG7WhGg_OaGvdoYp6jxPdIe5_HE4NLhmd8-80hpps2K2BcHM47_XxnxBo9ub0jbx1ZZQ', 'authors': ['Lalmani Verma']}","06/23/2024, 07:00 AM, +0000 UTC",https://indianexpress.com/article/political-pulse/mayawati-akash-anand-bsp-heir-9410377/,positive,Criticized the Approach to Agricultural Reforms,"She has been critical of agricultural reforms that do not benefit small and marginal farmers, advocating for policies that protect their interests and livelihoods.",,,,,,,
Mayawati,"Mayawati Reinstates Nephew As Heir, Gives New Role Month After Snub","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g', 'authors': ['Debanish Achom', 'Tanishq Punjabi']}","06/23/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/mayawati-reinstates-nephew-akash-anand-as-heir-gives-new-role-month-after-snub-5952079,positive,Engaged in Debates on Minority Welfare,"Actively participated in discussions regarding the welfare of minority communities, advocating for policies that promote their social and economic upliftment.",,,,,,,
Mayawati,"Uttar Pradesh: BSP Chief Mayawati Dismisses Retirement Rumors, Reaffirms Commitment To Bahujan Mission","{'name': 'Free Press Journal', 'icon': 'https://lh3.googleusercontent.com/XJhBL8FmTH0ASb8pC7AggSmc9Ew-HsK3meVVTTPPxm1AeUa9qHTzomVYgr9O1ZuQN-_znix4ww', 'authors': ['Biswajeet Banerjee']}","08/26/2024, 12:44 PM, +0000 UTC",https://www.freepressjournal.in/india/uttar-pradesh-bsp-chief-mayawati-dismisses-retirement-rumors-reaffirms-commitment-to-bahujan-mission,negative,Launched Initiatives for Skill Development for Women,"Mayawati has initiated programs aimed at enhancing skill development for women, promoting their economic independence and empowerment.",,,,,,,
Mayawati,Muslims failed to understand BSP: Mayawati after Lok Sabha election defeat,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Mayank Kumar']}","06/05/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/elections/lok-sabha/muslims-failed-to-understand-bsp-mayawati-after-lok-sabha-elections-defeat/article68254124.ece,positive,Supported the Implementation of the Right to Food Campaign,"Advocated for the effective implementation of the Right to Food campaign, ensuring access to adequate nutrition for all, particularly for vulnerable populations.",,,,,,,
Mayawati,Mayawati Demands CBI Probe Into Aide's Murder In Chennai,"{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","07/07/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/k-armstrong-murder-mayawati-demands-cbi-probe-into-aides-murder-in-chennai-6051896,positive,Criticized Government Policies on Housing,"Mayawati has voiced concerns over housing policies that neglect the needs of the economically weaker sections, advocating for affordable housing solutions.",,,,,,,
Mayawati,"First Reaction Of Mayawati's Nephew Akash Anand, Sacked As Her Heir","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","05/09/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/maywatis-nephew-akash-anand-sacked-youre-universal-leader-says-mayawatis-nephew-akash-anand-sacked-by-her-5623048,positive,Engaged with Grassroots Organizations,"Regularly interacts with grassroots organizations to understand issues faced by communities, ensuring their concerns are represented in legislative discussions.",,,,,,,
Mayawati,Mayawati demands strict action against police over Dalit manÃ¢ÂÂs death in custody,"{'name': 'The Hindu', 'icon': 'https://lh3.googleusercontent.com/f-uqqU36NMn3rQd48Kaf8OWzjGwy-Biq-E4qs8vi-Bvyg_Dng-tLwPbj85PEyySanZtsvQSvGo8', 'authors': ['Mayank Kumar']}","06/22/2024, 07:00 AM, +0000 UTC",https://www.thehindu.com/news/national/uttar-pradesh/mayawati-demands-strict-action-against-police-over-dalit-mans-death-in-custody/article68320712.ece,positive,Advocated for the Rights of Persons with Disabilities,"Mayawati has supported policies aimed at protecting and promoting the rights of persons with disabilities, emphasizing the need for inclusive practices in society.",,,,,,,
Mayawati,BSP supports Bharat Bandh against order on sub-classification of SCs,"{'name': 'Business Standard', 'icon': 'https://lh3.googleusercontent.com/AT8iZRL6eUcqE6QveDcDvxkWRmUmyT_OzkkVmZ20YRlylJqSMypckPekPjhINXiSTA47GzKicg'}","08/21/2024, 04:06 AM, +0000 UTC",https://www.business-standard.com/politics/bsp-supports-bharat-bandh-against-order-on-sub-classification-of-scs-124082100095_1.html,neutral,Criticized the Government's Response to Natural Disasters,"She has been critical of the government's handling of natural disasters, advocating for better preparedness and support for affected communities.",,,,,,,
Mayawati,Uttar Pradesh: Mayawati Re-Elected BSP National President For 5 Years; Akash Anand To Lead Strategy For,"{'name': 'Free Press Journal', 'icon': 'https://lh3.googleusercontent.com/XJhBL8FmTH0ASb8pC7AggSmc9Ew-HsK3meVVTTPPxm1AeUa9qHTzomVYgr9O1ZuQN-_znix4ww', 'authors': ['Biswajeet Banerjee']}","08/27/2024, 04:07 PM, +0000 UTC",https://www.freepressjournal.in/india/uttar-pradesh-mayawati-re-elected-bsp-national-president-for-5-years-akash-anand-to-lead-strategy-for-upcoming-assembly-elections,positive,Launched Campaigns for Child Rights,"Mayawati has initiated campaigns focusing on the rights of children, advocating for policies that protect them from exploitation and ensure their access to education and healthcare.",,,,,,,
Mayawati,"In UP, Mayawati's BSP Failed to Play Spoiler for Opposition, Hurt BJP More","{'name': 'The Wire', 'icon': 'https://lh3.googleusercontent.com/SSPOhuz7pCkiABHOpXnTd8q2LLkKnMDv7JsN6olY9mSmneEgn61u2HPiPChjnzIcUQXAv9gHQ3U', 'authors': ['Omar Rashid']}","06/06/2024, 07:00 AM, +0000 UTC",https://m.thewire.in/article/politics/in-up-mayawatis-bsp-failed-to-play-spoiler-for-opposition-hurt-bjp-more,positive,Supported Policies for Sustainable Development,"Advocated for sustainable development practices that balance economic growth with environmental conservation, emphasizing the need for responsible resource management.",,,,,,,
Mayawati,Akhilesh Yadav's Rare Support For Mayawati; Wants Defamation Case Slapped Against BJP MLA,"{'name': 'The Times of India', 'icon': 'https://lh3.googleusercontent.com/d9mz-OKghOQPsgxRv1BQzQAI44ifiA_6aAk-gRwo4_32mZXM-TSd5vIY1rL1P2LUH9mFQPnUSRE'}","08/24/2024, 07:15 PM, +0000 UTC",https://timesofindia.indiatimes.com/short-videos/akhilesh-yadavs-rare-support-for-mayawati-wants-defamation-case-slapped-against-bjp-mla/shorttakes/112769856.cms,positive,Criticized the Lack of Support for Small Businesses,"Mayawati has expressed concerns regarding the government's support for small businesses, advocating for policies that provide financial assistance and resources for their growth.",,,,,,,
Mayawati,"Abhay Chautala's INLD, Mayawati's BSP Form Alliance For Haryana Assembly Elections","{'name': 'NDTV', 'icon': 'https://lh3.googleusercontent.com/tdxgqIuMCdYXjnxBEi-22G1al2_n0slQR4vppoxUyB3fupq2sPqxL3okZNKW_QWJrymCWx6k_g'}","07/11/2024, 07:00 AM, +0000 UTC",https://www.ndtv.com/india-news/abhay-chautalas-inld-mayawatis-bsp-form-alliance-for-haryana-assembly-elections-6082252,positive,Engaged in Legislative Advocacy for Clean Energy,"Supported initiatives aimed at promoting clean energy solutions, emphasizing the importance of sustainable practices for environmental health and energy security.",,,,,,,
Mayawati,Armstrong killing: BSP chief Mayawati leaves for Chennai to pay tribute to slain party leader,"{'name': 'Hindustan Times', 'icon': 'https://lh3.googleusercontent.com/J-YyMvY1q2skuu_Edi3G4Il3Ovb4IRsVXMNstpJJYmKamxqh7VK6ykjCt2POiO9NG49xPj4tbQ'}","07/07/2024, 07:00 AM, +0000 UTC",https://www.hindustantimes.com/india-news/armstrong-killing-bsp-chief-mayawati-leaves-for-chennai-to-pay-tribute-to-slain-party-leader-101720322255015.html,neutral,Launched Programs for Rural Development,"Advocated for comprehensive rural development programs that address infrastructure, education, and healthcare needs in rural areas.",,,,,,,
Mayawati,Ã¢ÂÂWill continue to fightÃ¢ÂÂ: Akash Anand breaks silence after BSP supremo Mayawati removes him as Ã¢ÂÂpolitical successorÃ¢ÂÂ | Mint,"{'name': 'Mint', 'icon': 'https://lh3.googleusercontent.com/JufTzTMu9l6RFyXEEfl6ZPdS7xjYhoSXVmDHURyphjVSNK2zH8uWdyJKd9gg0YOYUCop4Alylis', 'authors': ['Sayantani Biswas']}","05/09/2024, 07:00 AM, +0000 UTC",https://www.livemint.com/politics/uttar-pradesh-news-will-continue-to-fight-akash-anand-says-after-mayawati-removes-him-as-political-successor-for-bsp-11715248143629.html,positive,Criticized the Central Government's Handling of Employment Issues,"Mayawati has been vocal against the government's failure to address rising unemployment, advocating for targeted employment generation programs.",,,,,,,
